sentence,amr_penman
"गुरू पोर्णिमा (पूर्णिमा) उत्क्रांत वा प्रबुद्ध मनीस, कर्मयोगाचेर आदारून  आपलें गिन्यान दुसऱ्याक दिवंक तयार आसतात त्या सगळ्या आध्यात्मीक आनी शिक्षणीक गुरूंक समर्पीत केल्ली परंपरा.","(p / tradition
   :name (n / name :op1 ""Guru"" :op2 ""Purnima"")
   :mod (d / dedicate-01
           :ARG2 (g / guru
                     :quant (a / all)
                     :mod (a2 / and
                              :op1 (s / spiritual)
                              :op2 (a3 / academic))
                     :ARG0-of (r / ready-01
                                 :ARG1 (g2 / give-01
                                           :ARG0 g
                                           :ARG1 (k / knowledge
                                                    :poss g)
                                           :ARG2 (p2 / person
                                                     :mod (o / other))
                                           :manner (b / base-on-01
                                                       :ARG2 (k2 / karma-yoga))))
                     :domain (p3 / person
                                 :mod (o2 / or
                                          :op1 (e / evolve-01)
                                          :op2 (e2 / enlighten-01))))))"
ते वेगवेगळ्या रागांचो मेळ करून वर्ण आनी कृती शिकपाचे दिकेन व्हरतात.,"(l / lead-01
   :ARG0 (p / person)
   :destination (s / learn-01
      :ARG1 (a / and
         :op1 (v / varna)
         :op2 (k / kriti)))
   :manner (c / combine-01
      :ARG0 p
      :ARG1 (r / raga
         :mod (d / different))))"
चड करून एका विशिश्ट प्रदेशा भितर प्रबल मानपी फुटबॉल संहितेचो संदर्भ दिवपा खातीर ‘फुटबॉल’ हो शब्द वापरतात.,"(t / tend-01
   :ARG1 (u / use-01
      :ARG0 (p / person)
      :ARG1 (w / word
         :name (n / name
            :op1 ""football""))
      :purpose (r / refer-01
         :ARG0 p
         :ARG1 (c / code
            :name (n2 / name
               :op1 ""football"")
            :ARG1-of (d / dominate-01
               :location (r2 / region
                  :mod (s / specific)))))))"
नळे आनी माळयेवेल्यान फुटिल्ले कुडके कोळसून पडिल्ल्यान चडशीं जखमी जाल्यांत.,"(i / injure-01
   :ARG1 (p / person
            :quant (m / most))
   :cause (f / fall-01
             :ARG1 (p2 / piece
                       :ARG1-of (b / break-01)
                       :part-of (a / and
                                   :op1 (p3 / pipe)
                                   :op2 (r / roof)))
             :manner (c / collapse-01)))"
डिजायन तपशील म्हळ्यार स्पर्धात्मक घटकां मदली तडजोड.,(b / be-02 :ARG1 (s / specification :mod (d / design-01)) :ARG2 (c / compromise-01 :ARG0 (f / factor :mod (c2 / compete-01))))
वकिली करपाचो परवानो आशिल्लो तुमच्या राज्यांतलो अणभवी वकील तुमचे हे प्रस्न सोडोवपाक मजत करपाक शकता.,"(p / possible-01
   :ARG1 (h / help-01
             :ARG0 (l / lawyer
                       :ARG0-of (e / experience-01)
                       :ARG1-of (l2 / license-01
                                    :ARG2 (p2 / practice-01
                                              :ARG1 (l3 / law)))
                       :source (s / state
                                   :poss y))
             :ARG1 (y / you)
             :ARG2 (s2 / solve-01
                       :ARG0 y
                       :ARG1 (p3 / problem
                                 :poss y))))"
कबलातींतल्यान मेळिल्ल्या निधीचो उपेग करून कंपनीन तो प्लॅटफॉर्म सुरू केलो.,"(s / start-01
   :ARG0 (c / company)
   :ARG1 (p / platform)
   :instrument (u / use-01
                 :ARG0 c
                 :ARG1 (f / fund
                           :ARG1-of (o / obtain-01
                                      :ARG0 c
                                      :source (c2 / contract)))))"
"संसर्ग जाता तेन्ना, रसायनां खंय आसात तीं सोदीत फॅगोसायट्स जिवाणूंमेरेन पावतात.",(r / reach-01 :ARG0 (p / phagocyte) :ARG1 (b / bacterium) :time (o / occur-01 :ARG1 (i / infect-01)) :manner (s / search-01 :ARG0 p :ARG1 (c / chemical)))
"हो पूल उक्तो जाले उपरांत थंय आदीं जावपी येरादारेची कोंयडी जावची ना, अशें आमदार डिसोझान सांगलें","(s / say-01 :ARG0 (p / person :name (n / name :op1 ""D'Souza"") :title ""MLA"") :ARG1 (h / happen-01 :polarity - :ARG1 (c / traffic-congestion :ARG1-of (h2 / happen-01 :location (t / there) :time (p2 / previous))) :time (a / after :op1 (o / open-01 :ARG1 (b / bridge :mod (t2 / this))))))"
2ऱ्या  संवसारीक झुजांत व्हडल्या रणगाड्यांचें झूज जाल्लें तें कर्क्स.,"(b / battle-01 :participant (t / tank :mod (g / great-01)) :location (c / city :name (n / name :op1 ""Kursk"") :wiki ""Kursk"") :time (w / war-01 :name (n2 / name :op1 ""World"" :op2 ""War"" :op3 ""II"") :wiki ""World_War_II""))"
हो सुवाळो संवसार पाडव्याच्या शूभ दिसा आयोजीत करपाचेंय मुरगांव हिंदू समाजाचे आमसभेत निश्चीत केल्लें,"(d / decide-01
   :ARG0 (s / organization
            :name (n / name
                     :op1 ""Murgaon""
                     :op2 ""Hindu""
                     :op3 ""Samaj""))
   :ARG1 (o / organize-01
            :ARG0 s
            :ARG1 (f / festival
                     :mod (t / this))
            :time (d2 / day
                     :name (n2 / name
                              :op1 ""Sansar Padvo"")
                     :mod (a / auspicious)))
   :location (m / meet-03
                :mod (g / general)
                :poss s)
   :mod (a2 / also))"
60 अमेरिकी डॉलरांत अतिरिक्त वांगडी जोडपाक आनी तें परतून विक्री करपा वांगडाच तुका 2 टक्के वर्सुकी सवलतूय मेळटा.,"(g / get-01
   :ARG0 (y / you)
   :ARG1 (a / and
             :op1 (d / discount-01
                      :quant (p / percentage-entity :value 2)
                      :frequency (t / temporal-quantity
                                     :quant 1
                                     :unit (y2 / year)))
             :op2 (p2 / permit-01
                      :ARG1 y
                      :ARG2 (a2 / and
                                :op1 (a3 / add-02
                                         :ARG0 y
                                         :ARG1 (m / member
                                                   :mod (a4 / additional)))
                                :op2 (s / sell-01
                                         :ARG0 y
                                         :ARG1 (i / it)
                                         :mod (a5 / again)))))
   :ARG3 (m2 / monetary-quantity
             :quant 60
             :unit (d2 / dollar
                       :mod (c / country
                                :name (n / name
                                          :op1 ""United""
                                          :op2 ""States"")))))"
"हें उदक मुळांतूच झरीचें उदक, दोंगुल्ल्यां वयल्यान वयर, लागसार एक प्रवाह म्हणून भितर येता.",(c / come-01 :ARG1 (w / water :domain this :ARG1-of (b / be-from-91 :ARG2 (s / spring) :time (o / original))) :direction (i / in) :source (t / top :part-of (h / hill :location (n / near)) :degree (h2 / high)) :manner (s2 / stream))
"पेरियार न्हंयच्या देगणांत, उंचेल्या पठार वाठारांत जमनीच्या रेंवेचें खणकाम व्हड प्रमाणांत चलता.","(m / mine-01 :ARG1 (s / sand) :ARG2 (l / land) :manner (s2 / scale-01 :mod (l2 / large)) :location (r / region :mod (h / high) :mod (p / plateau) :part-of (b / basin :poss (r2 / river :name (n / name :op1 ""Periyar"")))))"
शिकागो ब्लॅकहॉकांनी दाव्या व्हिंगर अँड्र्यू लाडा खातीर तुओमो रुतूचो कॅरोलिना कडेन वेपार केलो.,"(t / trade-01 :ARG0 (o / organization :name (n / name :op1 ""Chicago"" :op2 ""Blackhawks"")) :ARG1 (p / person :name (n2 / name :op1 ""Tuomo"" :op2 ""Ruutu"")) :ARG2 (o2 / organization :name (n3 / name :op1 ""Carolina"")) :ARG3 (p2 / person :name (n4 / name :op1 ""Andrew"" :op2 ""Ladd"") :title (w / winger :mod (l / left))))"
किबोर्ड वापरपी आंकडे मारपाक शिफ्ट की वापरता.,(u1 / use-01 :ARG0 (p / person :ARG0-of (u2 / use-01 :ARG1 (k / keyboard))) :ARG1 (k2 / shift-key) :purpose (t / type-01 :ARG0 p :ARG1 (n / number)))
"2011 हातूंत, चार पेसो एक युनायटेड स्टेट्स डॉलराक समान आशिल्ले.","(e / equal-01
   :ARG1 (c / currency
      :name (n / name :op1 ""peso"")
      :quant 4)
   :ARG2 (c2 / currency
      :name (n2 / name :op1 ""dollar"")
      :quant 1
      :mod (c3 / country
         :name (n3 / name
            :op1 ""United""
            :op2 ""States"")))
   :time (d / date-entity
      :year 2011))"
मोलाचेर परिणाम करपी मुखेल गजाल म्हळ्यार पुरवण आनी मागणेमदलो समतोल.,"(b / be-01
   :ARG1 (f / factor
      :degree (s / superlative)
      :ARG0-of (a / affect-01
         :ARG1 (p / price)))
   :ARG2 (b2 / balance-01
      :ARG1 (a2 / and
         :op1 (s / supply-01)
         :op2 (d / demand-01))))"
ह्या गांवांतले लोक थेंबंगाक कसलोच कर भरनात कारण तांच्या पुर्वजांनी ती जमीन खूब आदीं विकत घेतिल्ली.,"(p2 / pay-01 :polarity - :ARG0 (p / person :part-of (v / village :mod (t / this))) :ARG1 (t2 / tax) :ARG2 (v2 / village :name (n / name :op1 ""Thembang"") :wiki ""Thembang"") :cause (b / buy-01 :ARG0 (a / ancestor :poss p) :ARG1 (l / land :mod (t3 / that)) :time (a2 / ago :op1 (l2 / long-time))))"
"येदो व्हडलो सुपर स्टोर हो, आनी आपलेच सुवातेंत गाडयो पार्क करपाक पयशे घेतात हे गिरायकांकडल्यान?",(a / and :op1 (s / store :mod (s2 / super) :mod (b / big :degree (s3 / so))) :op2 (t / take-01 :ARG0 s :ARG1 (m / money) :source (c / customer) :purpose (p / park-01 :ARG0 c :ARG1 (c2 / car) :location (s4 / space :poss s))) :polarity ?)
मेयर आनी नोविकी हांचे उपरांत सरकारी अधिकाऱ्यांनी ले कॉर्बिझियराक नियुक्त केलो आनी ताणें  मेयराचे मूळ येवजणेचे जायते घटक ताका श्रेय दिनासतना आस्पावन घेतले.,"(a2 / and
   :op1 (a / appoint-01
            :ARG0 (o / official
                      :mod (g / government))
            :ARG1 (p / person
                      :name (n / name
                                :op1 ""Le""
                                :op2 ""Corbusier"")
                      :wiki ""Le_Corbusier"")
            :time (a3 / after
                      :op1 (a4 / and
                               :op1 (m2 / mayor)
                               :op2 (p3 / person
                                        :name (n2 / name :op1 ""Nowicki"")))))
   :op2 (i / incorporate-02
            :ARG0 p
            :ARG1 (c / component
                      :quant (m / many)
                      :part-of (p2 / plan-01
                                   :mod (o2 / original-01)
                                   :poss m2))
            :manner (g2 / give-01
                        :polarity -
                        :ARG0 p
                        :ARG1 (c2 / credit-01)
                        :ARG2 m2)))"
ह्या पेयाकडेन रम्य कल्पनांच्यो जोडण्यो लोकप्रीय संस्कृतींत अजूनय घोळटात.,"(l / linger-01
   :ARG1 (a / associate-01
            :ARG1 (f / fantasy
                     :mod (r / romantic))
            :ARG2 (b / beverage
                     :mod (t / this)))
   :location (c / culture
                  :mod (p / popular))
   :time (s / still))"
"तुमी ऑनलायन खरेदी करतात जाल्यार, तुमका शक्य तितली बरी किंमत मेळटा हाची खात्री करपा खातीर जायत्या किरकोळ विक्रेत्यां कडेन तपासपाचें निश्चित करात.",(o / obligate-01 :mode imperative :ARG0 (y / you) :ARG1 (c / check-01 :ARG0 y :ARG3 (r / retailer :quant (m / many)) :purpose (e / ensure-01 :ARG0 y :ARG1 (g / get-01 :ARG0 y :ARG1 (p / price :mod (g2 / good :degree (s / superlative)) :mod (p2 / possible-01))))) :condition (s2 / shop-01 :ARG0 y :manner (o2 / online)))
"हे मनसल्लागार दर सप्तकांत तरणाट्यांचे सुमार 6,000 कॉल आयकतात.",(l / listen-01 :ARG0 (c / counselor) :ARG1 (c2 / call :quant 6000 :mod (a / approximate-01) :source (y / youth)) :frequency (t / temporal-quantity :quant 1 :unit (w / week)))
तें इंगलिशींत आसा आनी बूटांतले भशेन ऊ घेवन  बरयतात.,"(a / and :op1 (t / linguistic-entity :language (l / language :name (n / name :op1 ""English""))) :op2 (w / write-01 :ARG0 (p / person) :ARG1 t :instrument (u / letter :name (n2 / name :op1 ""u"") :ARG2-of (e / exemplify-01 :ARG1 (b / word :name (n3 / name :op1 ""boot""))))))"
करण आनी ताचे वरिश्ठ चीनी लोकांक करणाचीं निरपराधीपणां पटोवन दिवंक शकनात.,"(c3 / can-01 :polarity - :ARG0 (a / and :op1 (p / person :name (n / name :op1 ""Karan"")) :op2 (s / senior :poss p)) :ARG1 (c / convince-01 :ARG0 a :ARG1 (i / innocent-01 :ARG1 p) :ARG2 (p2 / person :mod (c2 / country :name (n2 / name :op1 ""China"")))))"
भारतांतलें एकूच पारशी/झोरोस्ट्रियन होंवरी देवूळ म्हणल्यार महाराष्ट्रांतल्या डहाणूलागसार थळावे बराड म्हूण वळखतात त्यो बहरोट होंवऱ्यो.,"(e / temple
    :mod (c / cave)
    :mod (z / zoroastrian)
    :mod (o / only-01)
    :domain (c2 / country :name (n / name :op1 ""India""))
    :name (n2 / name :op1 ""Bahrot"")
    :location (n3 / near
        :op1 (c3 / city
            :name (n4 / name :op1 ""Dahanu"")
            :part-of (s / state
                :name (n5 / name :op1 ""Maharashtra"")
                :part-of c2)))
    :ARG1-of (k / name-01
        :ARG0 (p / person
            :mod (l / local))
        :ARG2 (n6 / name :op1 ""Barad"")))"
"उश्ण कटिबंधीय पावसाचे हवामान टिकून उरिल्लें उश्ण वा चड तापमान आशिल्ल्या प्रदेशांचेर नियंत्रण दवरता, जें सादारणपणान १८ ° से.(६४ ° फाँरेनहाइट) सकयल देंवना.",(c / control-01 :ARG0 (c2 / climate :mod (m / monsoon) :mod (t / tropical)) :ARG1 (r / region :ARG0-of (h / have-03 :ARG1 (t2 / temperature :mod (p / persist-01) :mod (o / or :op1 (h2 / hot) :op2 (h3 / high)) :ARG1-of (d / drop-01 :polarity - :frequency (g / general) :path (b / below :op1 (t3 / temperature-quantity :quant 18 :unit (d2 / degree-celsius) :equivalent (t4 / temperature-quantity :quant 64 :unit (d3 / degree-fahrenheit)))))))))
तो  मालकम दुसरो आनी वॅसेक्साची  मार्गरेट हांचो चवथो पूत आशिल्लो.,"(s / son :domain (p / person) :ord (o / ordinal-entity :value 4) :poss (a / and :op1 (p2 / person :wiki ""Q312595"" :name (n / name :op1 ""Malcolm"" :op2 ""II"")) :op2 (p3 / person :wiki ""Q230537"" :name (n2 / name :op1 ""Margaret"" :op2 ""of"" :op3 ""Wessex""))))"
शीत झुजांत लढो दिवपी दोन दुस्मान महाशक्तींच्या विरोधांत आशिया आनी आफ्रिका ह्या नव्यान स्वतंत्र जाल्ल्या राश्ट्रांमदीं तेंको निर्माण करपाचो ताणें यत्न केलो.,"(t / try-01
   :ARG0 (p / person)
   :ARG1 (b / build-01
            :ARG0 p
            :ARG1 (s / support-01)
            :ARG2 (s2 / superpower
                     :quant 2
                     :mod (e / enemy)
                     :ARG0-of (f / fight-01
                                 :location (w / war
                                              :name (n5 / name :op1 ""Cold War"")
                                              :wiki ""Cold_War"")))
            :location (n / nation
                         :ARG1-of (b2 / become-01
                                     :ARG1 (i / independent)
                                     :time (r / recent))
                         :location (a / and
                                      :op1 (c / continent
                                              :name (n3 / name :op1 ""Asia"")
                                              :wiki ""Asia"")
                                      :op2 (c2 / continent
                                              :name (n4 / name :op1 ""Africa"")
                                              :wiki ""Africa"")))))"
बहादुराक विरोध करपी पंगड वाटेर एकठांय करून शहा 17 जून 1710 दिसा अजमेर सोडून पंजाबाक गेलो.,"(a / and :op1 (g / gather-01 :ARG0 (s / person :name (n / name :op1 ""Shah"")) :ARG1 (p / group :ARG0-of (o / oppose-01 :ARG1 (b / person :name (n2 / name :op1 ""Bahadur"")))) :location (w / way)) :op2 (g2 / go-01 :ARG0 s :source (c / city :name (n3 / name :op1 ""Ajmer"")) :destination (p2 / country :name (n4 / name :op1 ""Punjab"")) :time (d / date-entity :day 17 :month 6 :year 1710)))"
रिव्ह्यू बटनाचेर वचून (चड करून आसता) नियाळ करूंक नाशिल्ल्या वस्तूंची वळेरी पळय.,"(a / and
   :mode imperative
   :op1 (g / go-01
           :ARG0 (y / you)
           :destination (b / button
                           :name (n / name :op1 ""review"")
                           :mod (p / be-present-01
                                   :frequency (u / usual))))
   :op2 (s / see-01
           :ARG0 y
           :ARG1 (l / list
                    :op1 (i / item
                            :ARG1-of (r / review-01
                                        :polarity -)))))"
मौर्य सत्ताधारी सगळ्यांत व्हडलो अशोकान प्रदेशाचेर चड घट्ट नियंत्रण दवरलें.,"(c / control-01 :ARG0 (a / person :name (n / name :op1 ""Ashoka"") :wiki ""Ashoka"" :domain (r / ruler :part-of (e / empire :name (n2 / name :op1 ""Maurya"") :wiki ""Maurya_Empire"") :mod (g / great-01 :degree (s / superlative)))) :ARG1 (t / territory) :manner (t2 / tight-01 :degree (m / more)))"
"1950 ते 1985 मजगतीं भारतान शिंपणावळ उदरगतीचेर ₹16,590 कोटी मोडल्यात.","(s / spend-01 :ARG0 (c / country :name (n / name :op1 ""India"")) :ARG1 (m / monetary-quantity :quant 165900000000 :unit (r / rupee)) :ARG2 (d / develop-01 :ARG1 (i / irrigate-01)) :time (t / date-interval :start-date (d2 / date-entity :year 1950) :end-date (d3 / date-entity :year 1985)))"
"केरळांतली क्रिकेट फ्रँचायझ, कोची टस्कर्स, इंडियन प्रिमियर लीगाच्या चवथ्या हंगामांत खेळ्ळी.","(p / play-01 :ARG0 (f / franchise :name (n / name :op1 ""Kochi"" :op2 ""Tuskers"") :wiki ""Kochi_Tuskers_Kerala"" :mod (c / cricket) :source (s / state :name (n2 / name :op1 ""Kerala"") :wiki ""Kerala"")) :time (s2 / season :ordinal-entity (o / ordinal-entity :value 4) :part-of (l / league :name (n3 / name :op1 ""Indian"" :op2 ""Premier"" :op3 ""League"") :wiki ""Indian_Premier_League"")))"
"अय्यानार धबधबो भारताच्या तमिळनाडू राज्यांतल्या विरुधुनगर जिल्ल्यांत राजापालयम, शार आनी नगरपालिका हांचे ७ किमी अस्तंतेक आसा.","(b / be-located-at-91
   :ARG1 (w / waterfall
            :name (n / name :op1 ""Ayyanar"")
            :wiki ""Ayyanar_Falls"")
   :ARG2 (l / location
            :direction (w2 / west)
            :distance (d / distance-quantity
                         :quant 7
                         :unit (k / kilometer))
            :source (r / and
                       :op1 (c / city)
                       :op2 (m / municipality)
                       :name (n2 / name :op1 ""Rajapalayam"")
                       :wiki ""Rajapalayam""
                       :location (d2 / district
                                    :name (n3 / name :op1 ""Virudhunagar"")
                                    :wiki ""Virudhunagar_district""
                                    :part-of (s / state
                                                :name (n4 / name :op1 ""Tamil Nadu"")
                                                :wiki ""Tamil_Nadu""
                                                :part-of (c2 / country
                                                            :name (n5 / name :op1 ""India"")
                                                            :wiki ""India""))))))"
किल्ल्याचो गव्हर्नर थॉमस पिटाक ईस्ट इंडिया कंपनीन शांतताये खातीर खटलो चलोवपाक सांगलें.,"(t / tell-01 :ARG0 (c / company :name (n / name :op1 ""East"" :op2 ""India"" :op3 ""Company"")) :ARG1 (s / sue-01 :ARG0 (p / person :name (n2 / name :op1 ""Thomas"" :op2 ""Pitt"") :ARG0-of (g / govern-01 :ARG1 (f / fort))) :purpose (p2 / peace)) :ARG2 p)"
सेंट पॉल ही एकदां पुराय आशिया खंडांतली मुखेल जेजुईट संस्था आशिल्ली.,"(h / have-role-91 :ARG0 (s / organization :name (n / name :op1 ""St."" :op2 ""Paul"")) :ARG1 (i / institution :mod (j / jesuit) :mod (c / chief) :location (c2 / continent :name (n2 / name :op1 ""Asia"") :mod (w / whole))) :time (o / once))"
त्याच वर्सा इस्टर आयलँडार 51 केशी जाल्यो.,"(o / occur-01
   :ARG1 (c / case
      :quant 51)
   :location (i / island
      :name (n / name
         :op1 ""Easter""
         :op2 ""Island"")
      :wiki ""Easter_Island"")
   :time (y / year
      :mod (s / same-01)))"
"पॅरालिंपीक गोळीबार, जाका ""धनुर्विद्या पॅरा स्पोर्ट"" अशेंय म्हणटात, हें अपंगत्व आशिल्ल्या सर्तकांक गोळीबार खेळांचें रुपांतर आसा.","(i / identity-01
   :ARG1 (s / shoot-01
            :mod (p / paralympic)
            :ARG1-of (c / call-01
                        :ARG2 (n / name
                                 :op1 ""shooting""
                                 :op2 ""para""
                                 :op3 ""sport"")
                        :mod (a2 / also)))
   :ARG2 (a / adapt-01
            :ARG1 (s2 / sport
                      :mod (s3 / shoot-01))
            :ARG2 (c2 / competitor
                      :ARG1-of (h / have-03
                                  :ARG1 (d / disability)))))"
कसलीच शुल्कवाड करिनासतना शिलकी अर्थसंकल्प तांणी सादर,"(p / present-01
   :ARG0 (p2 / person)
   :ARG1 (b / budget
      :mod (s / surplus))
   :manner (i / increase-01
      :polarity -
      :ARG0 p2
      :ARG1 (f / fee)))"
विकसीत संवसारांत किशोरवयीनांमदीं गुरवारपण चड करून लग्न जायनासतना येता.,(o / occur-01 :ARG1 (p / pregnancy :ARG1 (t / teenager)) :location (w / world :ARG1-of (d / develop-01)) :mod (u / usual-02) :condition (m / marry-01 :ARG0 t :polarity -))
1929 वर्सा काँग्रेसीचो अध्यक्ष म्हूण नेहरून ब्रिटीश राज सोंपोवन पुराय स्वातंत्र्य मेळोवपाचो उलो मारलो.,"(u / urge-01
   :ARG0 (p / person
      :name (n / name :op1 ""Nehru"")
      :ARG0-of (p2 / preside-01
         :ARG1 (o / organization
            :name (n2 / name :op1 ""Congress""))))
   :ARG2 (o2 / obtain-01
      :ARG1 (i / independence
         :mod (c / complete-01))
      :manner (e / end-01
         :ARG1 (r / rule-01
            :ARG0 (c2 / country
               :name (n3 / name :op1 ""Britain""))
            :wiki ""British_Raj"")))
   :time (d / date-entity :year 1929))"
हे 1997 हातूंत बंद केले आनी 1998 हातूंत अल्फा रोमियो 166न  बदलले.,"(a / and
   :op1 (d / discontinue-01
      :ARG1 (t / thing)
      :time (d2 / date-entity :year 1997))
   :op2 (r / replace-01
      :ARG0 (c / car
         :name (n / name
            :op1 ""Alfa""
            :op2 ""Romeo""
            :op3 ""166""))
      :ARG1 t
      :time (d3 / date-entity :year 1998)))"
"पूण, तूं पयस रावता जाल्यार तुका धाडून दिवपाचो खर्च मात दिवचो पडटलो.","(o / obligate-01
   :ARG1 (y / you)
   :ARG2 (p / pay-01
      :ARG0 y
      :ARG1 (c / cost-01
         :ARG1 (s / send-01
            :ARG2 y)))
   :condition (l / live-01
      :ARG0 y
      :location (f / far)))"
"देखीक, वेवसायीक फुटबॉल खेळगडो एका अमक्याच ब्रँडाच्या शर्टांची शिफारस करता.","(e / exemplify-01
   :ARG1 (r / recommend-01
            :ARG0 (p / player
                     :mod (p2 / professional)
                     :domain (f / football))
            :ARG1 (s / shirt
                     :poss (b / brand
                              :mod (c / certain)))))"
गर्भ पिशवेच्या तोंडाकडेन लागीं आशिल्ली पेशी तांतयाची पेशी जाता.,(b / become-01 :ARG1 (c / cell :ARG1-of (n / near-01 :ARG2 (o / opening :part-of (u / uterus)))) :ARG2 (c2 / cell :part-of (e / egg)))
बद्रीनाथ ते वसुधराचें मदीं 9 किमी अंतर आसा.,"(d / distance :quant (q / distance-quantity :quant 9 :unit (k / kilometer)) :source (p / place :name (n / name :op1 ""Badrinath"")) :destination (p2 / place :name (n2 / name :op1 ""Vasudhara"")))"
सरगुरच्यान उत्तरेक सुमार 12 किलोमीटर पयस एच.डी. कोटे वसलां.,"(l / locate-01 :ARG1 (c / city :name (n / name :op1 ""H.D."" :op2 ""Kote"") :wiki ""Heggadadevanakote"") :location (n2 / north :source (s / city :name (n3 / name :op1 ""Sargur"") :wiki ""Sargur"") :quant (d / distance-quantity :quant 12 :unit (k / kilometer) :mod (a / approximate-01))))"
तुवें तुज्या दिसपट्ट्या वेवहारांत  मजत-जाय कुरवो पळोवप हीय एक बरी कल्पना.,"(i / idea
   :mod (g / good)
   :mod (a / also)
   :domain (l / look-after-01
             :ARG0 (y / you)
             :ARG1 (c / crab
                       :ARG0-of (n / need-01
                                  :ARG1 (h / help-01)))
             :location (r / routine
                         :poss y
                         :frequency (d / daily))))"
"इतिहासीक नदरेन कुंभमेळे मुखेल वेवसायीक कार्यावळी आशिल्ल्यो, तातूंत आखाड्यांत नवे भरतेची सुरवात, प्रार्थना आनी सामुदायिक गायन, आध्यात्मीक चर्चा, शिक्षण आनी एक देखावो आसतालो.","(b / be-01 :ARG1 (m / mela :name (n / name :op1 ""Kumbh"") :wiki ""Kumbh_Mela"") :ARG2 (e / event :mod (c / commerce) :mod (m2 / major) :ARG0-of (f / feature-01 :ARG1 (a / and :op1 (i / initiate-01 :ARG1 (r / recruit-01 :mod (n2 / new)) :ARG2 (a2 / akhara :wiki ""Akhara"")) :op2 (a3 / and :op1 (p / pray-01) :op2 (s / sing-01 :mod (c2 / community))) :op3 (d / discuss-01 :mod (s2 / spiritual)) :op4 (e2 / educate-01) :op5 (s3 / spectacle)))) :domain (h / history))"
"खाना वांगडा तिणें ड्रीमझ अनलिमिटेड हया कंपनीची सह-स्थापणूक केली आनी त्या कंपनी खाला तीन चित्रपट तयार केले, तातूंत तांणी स्वता अभिनय केल्ल्या फिर भी दिल है हिंदुस्तानी (2000) ह्या चित्रपटांतल्यान सुरवात केली.","(a / and :op1 (f / found-01 :ARG0 (a2 / and :op1 (t / she) :op2 (p / person :name (n / name :op1 ""Khan""))) :ARG1 (c / company :name (n2 / name :op1 ""Dreamz"" :op2 ""Unlimited""))) :op2 (p2 / produce-01 :ARG0 t :ARG1 (f2 / film :quant 3) :medium c) :op3 (s / start-01 :ARG1 p2 :instrument (f3 / film :name (n3 / name :op1 ""Phir"" :op2 ""Bhi"" :op3 ""Dil"" :op4 ""Hai"" :op5 ""Hindustani"") :time (d / date-entity :year 2000) :ARG2-of (a3 / act-01 :ARG0 t :mod (h / herself)))))"
19 व्या शेंकड्यांत ब्रिटीश वसाहतकाळा वेळार थळाव्या लोकांक किरिस्तांव धर्मांत धर्मांतरण करपाक सुरवात जाली.,"(s / start-01
   :ARG1 (c / convert-01
            :ARG1 (p / person
                     :mod (l / local))
            :ARG2 (r / religion
                     :mod (c2 / christian)))
   :time (a / and
            :op1 (c3 / century
                     :ord (o / ordinal-entity
                             :value 19))
            :op2 (p2 / period
                     :mod (c4 / colonial)
                     :poss (b / country
                              :name (n / name
                                       :op1 ""Britain"")
                              :wiki ""United_Kingdom""))))"
"बसोवचे, अशीय तांची मागणी आसा","(d / demand-01
   :ARG0 (p / person)
   :ARG1 (i / install-01
      :ARG1 (t / thing))
   :mod (a / also))"
शिबिराच्या पयल्याच दिसा म्हाका म्हजें टोपणनांव मेळ्ळें.,"(r / receive-01
   :ARG0 (i / i)
   :ARG1 (n / nickname
      :poss i)
   :time (d / day
      :ord (o / ordinal-entity :value 1)
      :mod (e / emphatic)
      :part-of (c / camp)))"
"ब्रिटीश जांकां ""दोंगराळ जमाती"" म्हणटाले ते हे लोक.","(p / person
   :ARG1-of (c / call-01
      :ARG0 (b / british)
      :ARG2 (t / tribe
         :mod (h / hill))))"
"तूं दिता त्यो अमक्योच सेवा वर्णवपी, यू.एस्.पी. तयार कर.","(c / create-01
   :mode imperative
   :ARG0 (y / you)
   :ARG1 (u / usp
            :ARG0-of (d / describe-01
                         :ARG1 (s / service
                                  :mod (s2 / specific)
                                  :ARG1-of (p / provide-01
                                              :ARG0 y)))))"
11 ऑगस्ट 2021 दिसा युनायटेड स्टेट्स सॅनेटान ताची नेमणूक कायम केली.,"(c / confirm-01
   :ARG0 (s / government-organization
            :name (n / name
                     :op1 ""United""
                     :op2 ""States""
                     :op3 ""Senate"")
            :wiki ""United_States_Senate"")
   :ARG1 (a / appoint-01
            :ARG1 (p / person))
   :time (d / date-entity
            :year 2021
            :month 8
            :day 11))"
"""दीस सोंपपाक पावलो. हांव म्हजे केंस कापपाचें उतर कशें पाळपाक शकतलो? देवा, तूं म्हाका मदत कर!""","(a / and
   :op1 (e / end-01
      :ARG1 (d / day))
   :op2 (p / possible-01
      :ARG1 (k / keep-04
         :ARG0 (i / i)
         :ARG1 (p2 / promise-01
            :ARG0 i
            :ARG1 (c / cut-01
               :ARG0 i
               :ARG1 (h / hair
                  :poss i)))
         :manner (a2 / amr-unknown)))
   :op3 (h2 / help-01
      :ARG0 (g / god)
      :ARG1 i
      :mode imperative))"
